Utbildning,Nivå,Grundläggande behörighet,Särskild behörighet,Andra villkor,Organisatör/Länk
Specialistundersköterska barn- och ungdomssjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10074
Trafiklärare,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10075
Läke- och livsmedelstekniker,YH,Okänd,"Engelska 5, 100p; Kemi 1, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10076
Webbutvecklare inriktning UX/e-handel,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10077
Frontend webbutvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10078
Järnvägsingenjör,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10079
Hållbar Administrativ Köksmästare,YH,Okänd,"Matlagning 3 eller motsvarande kunskaper., 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10080
Socialpedagog,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10081
IT-säkerhetsutvecklare,YH,Okänd,"Dator- och nätverksteknik, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10082
Systemutvecklare .NET,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10083
Specialistundersköterska inom akutsjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 100p; Psykologi 1, 50p; Samhällskunskap 1a1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p; Äldres hälsa och livsvillkor, 200p; Gymnasiearbete, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10084
VA-projektör,YH,Okänd,"Bygg och anläggning 1, 200p; Bygg och anläggning 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10085
IT-projektledare,YH,Okänd,"Engelska 6, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10086
Javautvecklare,YH,Okänd,"Engelska 6, 100p; Programmering 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p; Matematik 2a, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10087
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10088
Arbetsmiljöingenjör,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10089
Trädgårdsmästare - Hållbar parkförvaltning och ekosystemtjänster,YH,Okänd,"Fordon och redskap, 100p; Marken och växternas biologi, 100p; Växtkunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10090
Backend-utvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10091
Marin Serviceingenjör,YH,Okänd,"Industritekniska processer 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10092
El- och belysningsdesigner,YH,Okänd,"Fysik 1, 150p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10093
Miljö och VA-teknik,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10094
Specialistundersköterska inom barnsjukvård,YH,Okänd,"Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10095
Fastighetsingenjör inriktning energi,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10096
Specialistundersköterska - psykiatri,YH,Okänd,"Anatomi och fysiologi 1, 50p; Engelska 5, 100p; Etik och människans livsvillkor, 100p; Hälsopedagogik, 100p; Matematik 1a, 100p; Medicin 1, 150p; Omvårdnad 1, 100p; Psykiatri 1, 100p; Psykologi 1, 50p; Samhällskunskap 1a1, 50p; Specialpedagogik 1, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p; Vård- och omsorgsarbete 1, 200p; Vård- och omsorgsarbete 2, 150p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10097
Specialistundersköterska barn och ungdomssjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Engelska 5, 100p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Hälso- och sjukvård 1, 100p; Matematik 1a, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykologi 1, 50p; Samhällskunskap 1a1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p; Vård- och omsorgsarbete 1, 200p; Vård och omsorg specialisering, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10098
Socialpedagog,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10099
Account Manager B2B,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10101
Backend webbutvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10102
Solenergitekniker,YH,Okänd,"Bygg och anläggning 1, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10103
Kvalificerad signaltekniker,YH,Okänd,"Elektromekanik, 100p; Ellära 1, 100p; Mekatronik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10104
Frontendutvecklare,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10105
"Besiktningsman, bygg och fastighet",YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10106
Fastighetsingenjör,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10107
"PlaygroundSquad, Upplevelse- och Speldesign",YH,Okänd,"Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10108
Specialist tv- och digitalproduktion,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10109
Hotel Management,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10110
Fiskodlare - hållbart vattenbruk,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10111
"Ljud-, ljus och scentekniker",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10112
Projektledare inom Möten & Event-PCO,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10113
Cloud and IT-infrastructure specialist,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10114
Kyl- och värmepumptekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10115
Live-ljudtekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10116
Nätverkstekniker,YH,Okänd,"Dator- och nätverksteknik, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10117
UX-Designer,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10118
Underhållstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10119
Lokförare Hallsberg,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10120
Lokförare Göteborg,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10121
Underhållstekniker inom automatiserad tillverkningsindustri,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10122
Läkemedelstekniker,YH,Okänd,"Engelska 6, 100p; Kemi 1, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Svenska 3 eller Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10123
Offentlig upphandlare,YH,Okänd,"Svenska 3 eller Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10124
Kvalificerad trädgårdsmästare – hållbar utemiljöförvaltning,YH,Okänd,"Fordon och redskap, 100p; Marken och växternas biologi, 100p; Skötsel av utemiljöer, 100p; Växtkunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10125
Kyl- och Värmepumpstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10126
Specialistundersköterska inom vård och omsorg av äldre,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 200p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10127
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10128
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10129
Produktionstekniker med inriktning hållbar industri,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10130
Energitekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10131
Drifttekniker kraft- värmeproduktion,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10132
Trafiklärare,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10133
Frontendutvecklare,YH,Okänd,"Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10134
Mobilapplikationsutvecklare,YH,Okänd,"Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10135
Specialist inom nätverkssäkerhet,YH,Okänd,"Dator- och nätverksteknik, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10136
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10137
Paralegal - Juridisk handläggare,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Samhällskunskap 1b, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10138
Fördjupad lärlingsutbildning inom traditionellt och hållbart hantverk,YH,Okänd,"Hantverksteknik 1, 200p; Hantverksteknik 2, 200p; Material och miljö, 100p; Hantverksteknik 3, 200p; Hantverksteknik 4, 200p; Hantverksteknik 5, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10139
Beridarutbildning,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10140
IT-infrastrukturtekniker - moln & säkerhet,YH,Okänd,"Dator- och nätverksteknik, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10141
Hydraultekniker - Fluida System,YH,Okänd,"Elektromekanik, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10142
Bergmaterialingenjör,YH,Okänd,"Matematik 2, 100p; Naturkunskap 1a1, 50p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10143
Tandsköterska,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10144
Tandsköterska,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10145
Dagvatteningenjör,YH,Okänd,"Bygg och anläggning 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10146
Byggledare - bygg och anläggning,YH,Okänd,"Bygg och anläggning 1, 200p; Bygg och anläggning 2, 200p; Eller andra kurser, utbildningar eller erfarenheter som motsvarar dessa",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10147
Offentlig inköpare,YH,Okänd,"Matematik 2b, 100p; Samhällskunskap 1b, 100p; Svenska 2  alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10148
Arbetsmiljöingenjör - inriktning bygg/anläggning och industri,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10149
Musikmakarna - Songwriters Academy of Sweden,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10150
Specialistundersköterska inom Ambulanssjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykologi 1, 50p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10151
Specialistundersköterska inom vård och omsorg av äldre,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 200p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10152
Mätnings- och kartteknik,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10153
IT-säkerhetsingenjör,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Nätverksteknik, 100p; Nätverkssäkerhet, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10154
Möbelsnickare - Historiskt hantverk,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10155
Solenergiprojektör,YH,Okänd,"Praktisk ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10156
Paralegal,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10157
Hållbar livsmedelsintraprenör,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10158
Verksamhetsutvecklare blåa livsmedel,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10159
"Mathantverkare – hantverksbagare, hantverkscharkuterist eller hantverksmejerist",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10160
Lokförare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10161
Specialistundersköterska inom hälso- och sjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Omvårdnad 1, 100p; Psykologi 1, 50p; Social omsorg 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10162
Fastighet- och drifttekniker,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10163
Trädgårdsmästare - skötsel och underhåll av utemiljö,YH,Okänd,"Fordon och redskap, 100p; Marken och växternas biologi, 100p; Växtkunskap 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10164
Mobila System och GIT,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Datorteknik 1a , 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10165
Operativ ledare – inriktning Revenue Management,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10166
Flygtekniker / El- och Avioniktekniker,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Fysik ELLER Naturkunskap ELLER Naturkunskap med tekniska kurser, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10167
Design och konstglas,YH,Okänd,"Hantverksteknik 1, 200p; Hantverksteknik 2, 200p; Hantverksteknik 3, 200p; Hantverksteknik 4, 200p; Hantverksteknik 5, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10168
Data Scientist,YH,Okänd,"Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10169
Projektledare Elkraft,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10170
Servicetekniker Elkraft,YH,Okänd,"Ellära 1, 100p; Ellära 2, 100p; Energiteknik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10171
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10172
